Content,Stars,titre,origine,jour,mois,année,Pays
"Ce jeux est vraiment super très prenant, des que l'on commence a jouer on ne veut plus arrêter, ça reste une valeur sur, c'est Mario quoi !!!J'espère que cet avis vous a été utile, si oui je vous remercie d'avance de me le dire en cliquant sur le petit bouton qui va bien ;-)",5,MARIO KART 8 DELUXE,AMAZON,13,1,2018,France
c'est pas pour rien que c'est le jeu le plus vendu sur cette console,5,MARIO KART 8 DELUXE,AMAZON,20,11,2020,France
Ici c'est la dispute avec mes 2 filles et moi pour savoir qui va jouer et comme j'ai bon coeur je laisse mes enfants jouer. La plus petite de 4 ans s'éclate au course et elle se marre. Son plus grand plaisir est de terminer une course et jeter les éléments sur les autres.,5,MARIO KART 8 DELUXE,AMAZON,27,1,2018,France
"Bien emballer !, le jeux est top !",5,MARIO KART 8 DELUXE,AMAZON,13,4,2021,France
Des parties endiablées en famille. La prise en main est très facile même pour mes petits enfants de 6 & 3 ans et le réglage d'options du jeux leurs permettent de rivaliser avec les adultes. Un jeu indispensable pour partager des joie en famille.Joyeuses fêtes à tous,5,MARIO KART 8 DELUXE,AMAZON,14,12,2018,France
"Sous blister, le produit est conforme à la photo. Parfait, un enfant heureux.",5,MARIO KART 8 DELUXE,AMAZON,12,12,2020,France
Mario kart 8 deluxe. Un jeux genial. Dommage qu on ne peut pas gagner des persos. Sinon commande et livraison super rapide. Livreur super courtois.SAH QUEL PLAISIR,5,MARIO KART 8 DELUXE,AMAZON,24,1,2020,France
"J'ai connu les anciens MarioKart mais celui ci est vraiment on top.Les enfants adorent on joue même à 4. et c'est super des heures et des heures d'amusement, il y a tellement d'option pour jouer, on pourra dire que l'on n'aura jamais vraiment fait le tour de celui ci.Graphisme Magnifque.",5,MARIO KART 8 DELUXE,AMAZON,13,12,2017,France
Un grand classique de Nintendo,5,MARIO KART 8 DELUXE,AMAZON,23,5,2021,France
"• Livraison et emballage nickel• Adepte aux Mario Kart depuis le premier, les sensations sont toujours là• Les graphismes toujours aussi agréables• Beaucoup de choix de personnages et de mapsJe recommande sans hésiter",5,MARIO KART 8 DELUXE,AMAZON,21,9,2019,France
"Super cadeau de Noël pour mes fils, ils ont été ravis :)",5,MARIO KART 8 DELUXE,AMAZON,6,1,2021,France
Très bon jeu pour la Switch,5,MARIO KART 8 DELUXE,AMAZON,1,5,2021,France
Le produit multimédia n'a pas pu être chargé.Top,5,MARIO KART 8 DELUXE,AMAZON,2,4,2021,France
"comme sur chaque console nintendo, mario kart est un incontournableen 1080 à 60 fps c'est bluffant, à 4 tu t'eclates et le retour d'un mode battle en arèneune étoile de - car le prix d'un nouveau jeu alors que c'est à 99% le meme que sur wii u...on espère des dlc gratuit",4,MARIO KART 8 DELUXE,AMAZON,11,6,2017,France
"par contre ce qui reste vrai : les jeux cartouches sont moins chers que dématérialisés... et ça c'est une logique qui m'échappe (enfin, c'est comment ratisser un max côté nintendo mais c'est lamentable à bien des égards)",5,MARIO KART 8 DELUXE,AMAZON,16,7,2019,France
"Tres bon jeux, un incontournable",5,MARIO KART 8 DELUXE,AMAZON,9,5,2021,France
Un vrai classique de Nitendo,5,MARIO KART 8 DELUXE,AMAZON,7,5,2021,France
bon produit,5,MARIO KART 8 DELUXE,AMAZON,23,6,2021,France
"J'adore ce jeu, Ok peut y jouer avec toute la famille et il est très amusant. Pour l'instant je ne m'en lasse pas avec tous les différents modes de jeux proposés ainsi que les nombreux équipements à débloquer et les nombreuses courses disponibles. Selon moi c'est un must-have des jeux nintendo switch.",5,MARIO KART 8 DELUXE,AMAZON,28,1,2018,France
Produit reçu très rapidement.Parfaitement emballéParfait commeD’habitude!,5,MARIO KART 8 DELUXE,AMAZON,3,3,2021,France
Idéal pour rassembler une famille et allié un moment de jeu vidéo... Je recommande !!,5,MARIO KART 8 DELUXE,AMAZON,21,10,2020,France
"Aucun soucis avec le matériel et la livraison extra rapide. Plutôt déçu par le jeu en lui même. Je préférai les anciennes versions. Ici les circuits tournent dans tous les sens, les circuits se séparent en plusieurs voies et il y a trop de possibilités de modifications des paramètres de karts. Ca devient trop tactique alors que l'essence d'un mario kart est la simplicité , l'accessibilité et le fun, ce que je ne retrouve pas dans cette version.",3,MARIO KART 8 DELUXE,AMAZON,8,9,2019,France
"SUPER pour jouer en famille à 4 en local. Trop marrant, avec un petit goût de nostalgie ! Une vraie madeleine de proust remise au goût du jour.",5,MARIO KART 8 DELUXE,AMAZON,19,1,2020,France
"On retrouve les sensations du mario kart d'antan... je n'avais pas joué à un mario kart sur console de salon depuis la n64. J'ai le 7 sur 3ds. Vraiment un excellent jeu. Les modes battle sont un vrai plus. Un indispensable. Mais bon, les notes sur les sites de jeux vidéos suffisent à se faire un avis.",5,MARIO KART 8 DELUXE,AMAZON,8,5,2017,France
Niquel,5,MARIO KART 8 DELUXE,AMAZON,13,7,2021,France
"Mario kart c'est un jeu à avoir chez soi, celui où on peut faire '/5 parti'es de temps en temps ça détend. Ou alors pour les gros joueurs, jouer en ligne avec des gens au taquet.",5,MARIO KART 8 DELUXE,AMAZON,6,8,2019,France
"Vous aimez mario ? Vous aimez les courses ? Vous avez joué aux anciens mario Kart ? Bon ben voila, celui la c'est clairement le meilleur ! Graphiquement c'est top, quelques améliorations par rapport à la version Wii, grand choix de personnages et de courses,... seul bémol : le jeu en ligne, pas encore assez stable",5,MARIO KART 8 DELUXE,AMAZON,14,6,2017,France
"Toujours un très bon jeu, mais malheureusement rien de neuf depuis la WiiU (ou rien de notable). Ça fait quand même un peu mal de devoir racker autant pour jouer au même jeu...",4,MARIO KART 8 DELUXE,AMAZON,4,1,2019,France
"On sait a quoi s'attendre lorsque l'on achète un mario kart et celui ci n'est pas décevant. Pas de grande nouveauté c'est un jeu de voiture avec des objets et le mode solo est un peu trop facile.En revanche, le mode online est intuitif et marche très bien ! Le jeu prend tout son sens.",4,MARIO KART 8 DELUXE,AMAZON,30,5,2017,France
Mario Kart,4,MARIO KART 8 DELUXE,AMAZON,24,9,2020,France
Super jeu mon fils adore..,5,MARIO KART 8 DELUXE,AMAZON,2,5,2021,France
J'ai reçu le colis aujourd'hui... mais la boîte était vide????,1,MARIO KART 8 DELUXE,AMAZON,22,10,2022,France
Très bon jeu et reçu en bon état,5,MARIO KART 8 DELUXE,AMAZON,23,3,2021,France
Must have de la Switch. Sympa et ludique entre amis !,5,MARIO KART 8 DELUXE,AMAZON,1,1,2021,France
Valeur sûre,5,MARIO KART 8 DELUXE,AMAZON,25,6,2021,France
"RAS, C'est un classic Nintendo, jamais déçu.",5,MARIO KART 8 DELUXE,AMAZON,5,4,2021,France
"Si vous avez la Switch, c'est le jeu à avoir.Indémodable, agréable à jouer seul ou à plusieurs.Je recommanderai plutôt la version téléchargeable pour les jeux multi. Ca évite de changer la cartouche si vous l'utiliser souvent et que vous jouer aussi à d'autres jeux.",5,MARIO KART 8 DELUXE,AMAZON,6,10,2018,France
"Super jeu, moment agréable pour toute la famille !! Je recommande",5,MARIO KART 8 DELUXE,AMAZON,28,12,2020,France
Super jeu. Autant de plaisir pour les grands et les petits 😉,5,MARIO KART 8 DELUXE,AMAZON,15,12,2020,France
Parfait les enfants adorent,5,MARIO KART 8 DELUXE,AMAZON,20,5,2021,France
"on ne présente plus mario kart ...pour nous le point qui le distingue le plus des précédents, c'est l'assistance à la conduite, ce qui permet de faire des championnats en famille ! Ma fille de 6 ans ne se sent pas distancée ni frustrée",5,MARIO KART 8 DELUXE,AMAZON,10,9,2018,France
Perfect !,5,MARIO KART 8 DELUXE,AMAZON,10,6,2021,France
On retrouve son âme d’enfant avec ce jeu mythique!,5,MARIO KART 8 DELUXE,AMAZON,6,2,2021,France
"bien emballé, livraison rapide avant la date prévue, mon fils a aimé le jeu.",4,MARIO KART 8 DELUXE,AMAZON,7,1,2020,France
"jeux top, prix plutôt  attractif je recommande!",5,MARIO KART 8 DELUXE,AMAZON,22,2,2021,France
Jeux très apprécié de mais enfants se très bien seul ou a plusieurs.,4,MARIO KART 8 DELUXE,AMAZON,22,1,2020,France
Tres amusant ... la famille s eclate avec.,5,MARIO KART 8 DELUXE,AMAZON,25,2,2021,France
Parfait !,5,MARIO KART 8 DELUXE,AMAZON,6,6,2021,France
Super jeu. Rien a dire et livraison rapide,5,MARIO KART 8 DELUXE,AMAZON,25,2,2021,France
Produit arrivé dans les temps et en parfait état.,5,MARIO KART 8 DELUXE,AMAZON,1,2,2021,France
Super jeu à un meilleur prix,5,MARIO KART 8 DELUXE,AMAZON,7,4,2021,France
"un classique revisté pour une console fantastique ! la gamme des Mario a encore tapée fort en créant ce jeu d'un graphisme époustouflant, en renouvelant la jouabilité et à surprenant par de nouvelles fonctions encore plus ludiques ! et sur grand écran, waouh ! à essayer d'urgence !",5,MARIO KART 8 DELUXE,AMAZON,18,1,2018,France
Top. Rien à redire,5,MARIO KART 8 DELUXE,AMAZON,30,4,2021,France
Jeu en famille entre amis ou seul pour des supers moments,5,MARIO KART 8 DELUXE,AMAZON,3,12,2020,France
le meilleur des jeux,5,MARIO KART 8 DELUXE,AMAZON,29,4,2021,France
Meilleur offre trouvé pour ce jeu sur switch.Commande parfaite !👍,5,MARIO KART 8 DELUXE,AMAZON,15,12,2020,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,3,6,2021,France
J’avais déjà la version Wii U mais depuis que j’ai la switch ce jeu me manquait afin de jouer en famille et avec de amis.Aucun regret. De nouveau circuit sont disponibles sur la version switch.,5,MARIO KART 8 DELUXE,AMAZON,20,5,2019,France
"Un incontournable pour ma fille de 9 ans. Acheté 44,49€",5,MARIO KART 8 DELUXE,AMAZON,25,12,2020,France
"Avec Mario kart 8, on ne réinvente pas la formule Mario Kart mais le fun est toujours présent.",5,MARIO KART 8 DELUXE,AMAZON,14,6,2020,France
"Une valeur sûre. Le même Mario kart que la version wii U mais avec quelques plus notables, du 1080p à 60 frames par secondes constantes quel que soit le mode, et le retour du mode bataille agrémenté de nouveaux circuits dédiés à ce mode. Du contenu énorme, pour 45 euros. Ça vaut le coup !",5,MARIO KART 8 DELUXE,AMAZON,5,5,2017,France
OK,5,MARIO KART 8 DELUXE,AMAZON,14,6,2021,France
Bien reçu ! Etat parfait. Très content de mon achat,5,MARIO KART 8 DELUXE,AMAZON,29,12,2020,France
Produit correspond aux attentes. Mon fils en est ravi.,5,MARIO KART 8 DELUXE,AMAZON,21,1,2021,France
satisfait,5,MARIO KART 8 DELUXE,AMAZON,14,6,2021,France
Livraison impeccable et article conforme aux attentes mais pas encore testé.,5,MARIO KART 8 DELUXE,AMAZON,13,12,2020,France
"Mario kart est le jeu convivial par excellence. Alors ils se sont pas foulé par rapport à la version Wii u mais les graphisme et les addons son t au top. Les erreurs aussi ont été corrigées. Ce jeu est une bombe, comme d'hab.",5,MARIO KART 8 DELUXE,AMAZON,13,9,2018,France
Super produit les enfants et les grand sont content,5,MARIO KART 8 DELUXE,AMAZON,17,1,2021,France
Différents plateaux de jeux toujours aussi ludiques,5,MARIO KART 8 DELUXE,AMAZON,28,2,2021,France
Jeux sympathique mais vite lassant,4,MARIO KART 8 DELUXE,AMAZON,22,6,2020,France
"Produit conforme à la commande sous blister, livraison rapide. Je recommande ce vendeur. Je n'ai pas pu tester le jeu, c'était un cadeau.",5,MARIO KART 8 DELUXE,AMAZON,19,2,2020,France
Aucune anomalie reçu dans les temps impeccable brava Amazon et sa logistique,4,MARIO KART 8 DELUXE,AMAZON,13,1,2020,France
"On adore, c'est LE jeu de base ! 😊",5,MARIO KART 8 DELUXE,AMAZON,19,1,2021,France
Très bien,5,MARIO KART 8 DELUXE,AMAZON,25,5,2021,France
Incontournable. Le jeu de base pour tous les âges. Mes enfants 7 et 9 ans adorent.,5,MARIO KART 8 DELUXE,AMAZON,24,7,2020,France
Parfait !!! Rien à redire.,5,MARIO KART 8 DELUXE,AMAZON,9,4,2021,France
"Très bon jeu de course, tout simplement. Il n'y a pas grand chose à dire dessus.",5,MARIO KART 8 DELUXE,AMAZON,2,8,2020,France
j'ai toujours aimé Mario Kart et cette version  ne m'a pas déçu!!!un classique à posséder,5,MARIO KART 8 DELUXE,AMAZON,9,7,2020,France
Certainement le meilleur des jeux pour jouer en famille ou entre amis,4,MARIO KART 8 DELUXE,AMAZON,1,1,2020,France
Super jeu pour jouer en famille,5,MARIO KART 8 DELUXE,AMAZON,11,3,2021,France
Très bon jeu pour jouer a plusieur,5,MARIO KART 8 DELUXE,AMAZON,23,2,2021,France
"Boitier neuf en parfait état, bien emballé, le jeu est fonctionnel et tourne à la perfection. livraison rapide et résultat très satisfait.",5,MARIO KART 8 DELUXE,AMAZON,9,3,2020,France
Chouette jeu,4,MARIO KART 8 DELUXE,AMAZON,10,8,2020,France
Le jeu fonctionne très bien j’adore Mario kart 8 🥰,5,MARIO KART 8 DELUXE,AMAZON,3,12,2020,France
Je suis satisfaite arrivé à la date prévue 🙂,5,MARIO KART 8 DELUXE,AMAZON,27,12,2020,France
Super!,5,MARIO KART 8 DELUXE,AMAZON,3,6,2021,France
✨✨,5,MARIO KART 8 DELUXE,AMAZON,4,6,2021,France
"J’ai acheté ce Mario pour jouer avec mes amis, et heureusement que ce b’etais Pas pour la campagne soloComme d’habitude elle est quasi inexistante et très redondanteMais bon ça reste un bon jeux de soirée",4,MARIO KART 8 DELUXE,AMAZON,7,7,2018,France
"Super jeu, ma nièce en est toute heureuse. A la hauteur des précédents Mario kart",4,MARIO KART 8 DELUXE,AMAZON,13,10,2019,France
Parfait,5,MARIO KART 8 DELUXE,AMAZON,1,6,2021,France
Super jeu pour jouer en famille entre amis mais aussi seul,5,MARIO KART 8 DELUXE,AMAZON,13,11,2020,France
Satisfaite du produit,5,MARIO KART 8 DELUXE,AMAZON,4,5,2021,France
"Produit conforme, Bon jeu sympa",5,MARIO KART 8 DELUXE,AMAZON,27,3,2021,France
Super produit. R A S,5,MARIO KART 8 DELUXE,AMAZON,29,3,2021,France
"J'ai essayé le jeu samedi dernier avec mon fils, ma petite fille et ma belle fille. On s'est bien marré et le jeu est assez facile d'accès. Je le recommande. On s'est super bien amusés.",5,MARIO KART 8 DELUXE,AMAZON,10,4,2019,France
Excellent,5,MARIO KART 8 DELUXE,AMAZON,27,5,2021,France
"Super jeu, on recommande",5,MARIO KART 8 DELUXE,AMAZON,10,4,2021,France
Très bon jeu pour jouet en famille ou entre amis.,4,MARIO KART 8 DELUXE,AMAZON,25,1,2020,France
Produit neuf comforme à la description parfait !!!,5,MARIO KART 8 DELUXE,AMAZON,29,12,2020,France
"Un complément pour la console switch livré en même temps , plus qu'à mettre sous le sapin  livré en bonétat rien a dire",5,MARIO KART 8 DELUXE,AMAZON,8,12,2019,France
"moi qui aime ce jeu pour jouer en solo, en famille ou entre ami. ce jeu est idéal pour la détente et pouvoir passer du temps, quand on n'a rien a faire. livraison rapide et le prix est très convenable par rapport sur le eshop.",5,MARIO KART 8 DELUXE,AMAZON,28,1,2018,France
"Très bon jeu reprenant toutes les courses de la wii et des dlc, donc pas de nouvelle course mais possibilité de jouer avec 2 objets en même temps.",5,MARIO KART 8 DELUXE,AMAZON,1,9,2019,France
Parfait exactement pareil qu'en boutique,5,MARIO KART 8 DELUXE,AMAZON,22,3,2021,France
"Un incontournable, aucune excuse de ne pas l'acheter.",5,MARIO KART 8 DELUXE,AMAZON,27,12,2020,France
Bon produit,5,MARIO KART 8 DELUXE,AMAZON,9,5,2021,France
Rien a dire le jeux est super 😍😍,5,MARIO KART 8 DELUXE,AMAZON,26,12,2020,France
"Super jeu , les graphismes sont très bien",5,MARIO KART 8 DELUXE,AMAZON,25,12,2020,France
Produit original et conforme à la description,5,MARIO KART 8 DELUXE,AMAZON,19,1,2021,France
"Super pour jouer à plusieurs, avec le volant c'est encore mieux",5,MARIO KART 8 DELUXE,AMAZON,30,10,2020,France
GÉNIAL,5,MARIO KART 8 DELUXE,AMAZON,12,5,2021,France
👍👍👍👍👍,5,MARIO KART 8 DELUXE,AMAZON,11,5,2021,France
"Ayant fait l'impasse sur la Wii U c'est avec une joie non dissimulé que je retrouve ce Mario Kart 8 Deluxe sur Switch. Tout les dlc son inclus (circuit, pilote, kart) Pour une soirée entre amis ou une session solo le plaisir est toujours la.",5,MARIO KART 8 DELUXE,AMAZON,16,12,2017,France
Un Incontournable pour jouer en famille. ça fait plaisir que Nintendo ai revu ses graphisme. On quitte enfin le jeux pixeliser des Wii,5,MARIO KART 8 DELUXE,AMAZON,28,12,2019,France
"Parfait ! Envoi rapide , tout est conforme.",5,MARIO KART 8 DELUXE,AMAZON,23,12,2020,France
"Super jeu , envoi rapide et sans problème",5,MARIO KART 8 DELUXE,AMAZON,6,1,2021,France
"Un must-have de la Switch pour jouer en solo ou à plusieurs, plaisir garantit!",4,MARIO KART 8 DELUXE,AMAZON,14,10,2019,France
Nickel pour joué seul ou en famille,5,MARIO KART 8 DELUXE,AMAZON,18,1,2021,France
"Reçu rapidement. Bon jeu fidèle à mon attente, pas déçue, je recommande.",5,MARIO KART 8 DELUXE,AMAZON,22,9,2020,France
