review,score,titre,origine,date
Great game after nearly 3 years it still holds up and I loved it. First legend of Zelda game I've played and I want to go back and play the rest in the series,10,ZELDA BOTW,AMAZON,2020-01-24
"I've been playing games for 30 years and I rarely write reviews, but after a day this honestly feels like it might be the best game I've played. It's definitely Zelda, but it seems the guys at Nintendo have very smartly adopted some of the more western open world techniques too. The game is VAST. And I mean big, but around every corner you will find secrets and surprises you expect from the franchise. The polish is outstanding. To hell with writing long reviews I gotta go play this game.Ps: Switch is a winner",10,ZELDA BOTW,AMAZON,2017-03-04
"If you're thinking about getting it but you're not sure then take the leap and order it, you won't regret it.The game as a whole is very open world, there's a story line but you don't have to follow it, the world of Hyrule is yours to explore.A fantastic start to the Nintendo Switch line-up and I can't wait for the next one.",10,ZELDA BOTW,AMAZON,2018-03-06
"I once played  a Zelda game on the original game boy, i didn't really enjoy it and gave up quite quickly.This game on the switch is amazing. I love the open gameplay and have spent hours just wandering around exploring. Lots of things to do - side quests, shrine quests, divine beasts & main quests. I've had hours of gameplay, it's really earned the money I've spent on the game.",10,ZELDA BOTW,AMAZON,2017-06-07
"A true master piece. Having played most of the other Zelda titles over the years this one has managed something very special in usurping the other s in practically every way. Looking at the title from a player who is not familiar with the series is equally as special as the world is so immersive, so magical and so engrossing that it will not matter in the slightest. A must play for all gamers. 10/10",10,ZELDA BOTW,AMAZON,2017-03-05
"For me it is very disappointing to see the Zelda series go down the survival game path. It looks and sounds like Zelda but plays like your bog standard survival game. This kind of gameplay really undermines Link as a 'hero'. Instead it feels like your some incompetent  man constantly 'fire fighting' to replenish his broken or depleted stockI was especially loathed when I found out this game requires you to micro manage Links body temperature. There are items, food or clothing to help with this but you have to constantly watch your stats and switch equipment which sucks out all the fun from the game.The worst part is the speed weapons degrade. You have to keep breaking combat to manage this. Eventually you will start avoiding combat as the reward will not be worth the cost of breaking your best weapons only to be replaced by rubbish clubs and spears. This is a complete oversight and should have been realised during the play test phase.As you can tell from this review I am not a fan of tedious survival games. It is good how Nintendo are trying new genres but they should have done this with a new IP rather than defacing a series like Zelda.The trials can be fun but are very short and generally very easy. It's just a real shame about the bits in between them.Do not buy into the hype. If you like frequent micro managing and pausing games during the action then you will love this. For me I prefer the fluidity of games like Nioh, Nier, Horizon or the more tradition Zelda games.",2,ZELDA BOTW,AMAZON,2017-03-05
"functions fine but arrived with scribble all over the cartridge, I expected better paying £45 for a Nintendo game (from Amazon Warehouse or not!)",4,ZELDA BOTW,AMAZON,2022-03-27
"Before I bought 'The Legend of Zelda Breath of the Wild' I had never played a Zelda game in my life. The only reason I bought this was because the other switch launch titled looked absolutely terrible! The storyline has lots of depth, the world/map is huge and the game play mechanics are simply amazing! The only problem is, this game is certain to take up at least 100 hours of your life!",10,ZELDA BOTW,AMAZON,2017-05-16
"This game is by far the best game I have ever played. The shesr size and replay value of the game can have you spend hundreds of hours without getting bored. This is the biggest reason why its better than mario odyssey as that game is good but extremely short. So considering the price of the game, you get way more worth of content",10,ZELDA BOTW,AMAZON,2018-05-01
Wow. What a game. I absolutely love it!,10,ZELDA BOTW,AMAZON,2021-02-07
What can I say about this game? If I could give it more stars I would. Without question it is one of the finest games ever produced. I would go as far as to say it is the BEST game ever made and that's quite some claim.I ahave spent countless hours exploring Hyrule and am still nowhere near completing it. Absolutely HUGE map! Buy this game!,10,ZELDA BOTW,AMAZON,2018-01-26
"Wonderful experience playing Breath of the Wild. I completed all the shrines, the four dungeons, memories and stormed Hyrule Castle and I have no complaints on money well spent. DLC will be a must , though it is probably best to revisit with that towards the end of the year when you can get both downloads from Nintendo. This is just a special gaming experience and if buying a Switch this is the must buy game.",10,ZELDA BOTW,AMAZON,2017-03-24
"I myself personally never played this game, but my kids love to play it on the Switch.... I love to watch them playing it and same time they explain all what they are doing in the game...  Definitely a must have for the Switch! Too bad it is not available on the PS4...",10,ZELDA BOTW,AMAZON,2019-03-03
"Really good game if you love Zelda, the weapons breaking alot is annoying but don't let it put you off. The shrines are challenging at times and the world is beautiful",10,ZELDA BOTW,AMAZON,2020-02-26
"Link really needs to learn to take better care of his swords.They have this annoying habit of shattering like mechanical pencil refills.Anyway... it is a fun game, despite a few weird and annoying draw-backs... like the fragile weapons... and the fandom arguments over which LoZ timeline it fits into.",8,ZELDA BOTW,AMAZON,2018-08-01
This may just be my favourite game of all time. Nintendo have crafted a game that truly allows you to interact with everything and go wherever you like at any time.There is so much content here and the game offers something for everyone to enjoy.,10,ZELDA BOTW,AMAZON,2019-06-11
"Product arrived in good condition and works, what else can I add?",10,ZELDA BOTW,AMAZON,2020-12-17
It's all good!!!,10,ZELDA BOTW,AMAZON,2021-06-03
Kids love it.,10,ZELDA BOTW,AMAZON,2021-05-29
excellent!!,10,ZELDA BOTW,AMAZON,2021-06-22
"A beautiful game. Possibly the best Zelda yet. Certainly the best game I have had the pleasure to play since Super Mario Galaxy back on the Wii. Still playing it after over 100 hours, and still enjoying all the little secrets and encounters hidden around the map. I could write paragraphs expousing how great this game is, but it has all been said already in other places.",10,ZELDA BOTW,AMAZON,2017-08-09
Brilliant game. Very quick delivery.,10,ZELDA BOTW,AMAZON,2021-03-18
There are no words for how awesome this game is.  I was terrified to buy any other game for the switch as its tyrant good i though everything else would suck by comparison (ive just bought skyrim though and its pretty awesome too) Zelda BOTW allows you to just get lost in the game.  There's so much to do!  Can't recommend enough!,10,ZELDA BOTW,AMAZON,2017-11-26
"Having always been a huge Zelda fan and having not owned a Wii U, I thought I'd splash out on the Switch console just to see what all the hype is about. Simply put, five stars is not enough: this game is an absolute masterpiece. If you're a Zelda fan this will not disappoint; I guarantee you won't be able to put this down. Money well spent!",10,ZELDA BOTW,AMAZON,2017-08-26
"Fantastic game.I've only played an hour or so, but the possibilities are endless. You can do whatever you want and go wherever you want.The game looks awesome and mechanics of it are great.Main annoying point is that all weapons break so easily!!All in all i'm looking forward to getting more stuck into this game.",10,ZELDA BOTW,AMAZON,2018-02-15
"Not been a player of the zelda series but have always been a fan of open world RPGs. This game absolutely blew me away, the aGraphical style, the huge open world, the brain teasing puzzles. Everything about this game was brilliant and if you have ever enjoyed any video game I think this is a must buy.",10,ZELDA BOTW,AMAZON,2018-09-03
